net,length_um
u_decodestage.u_regfile0.register\[18\]\[0\],35.42
u_decodestage.u_regfile0.register\[25\]\[27\],35.385
u_decodestage.u_regfile0.register\[17\]\[26\],35.38
u_decodestage.u_regfile0.register\[28\]\[22\],35.36
u_decodestage.u_regfile0.register\[28\]\[0\],35.35
_02172_,35.3
u_decodestage.u_regfile0.register\[22\]\[7\],35.3
_04428_,35.24
_03687_,35.22
u_decodestage.u_regfile0.register\[10\]\[28\],35.2
u_decodestage.u_regfile0.register\[30\]\[14\],35.16
_01396_,35.14
_03222_,35.12
_03708_,35.12
_02415_,34.98
u_decodestage.u_regfile0.register\[12\]\[7\],34.92
_03211_,34.88
u_decodestage.u_regfile0.register\[31\]\[21\],34.86
_01296_,34.84
u_decodestage.u_regfile0.register\[12\]\[24\],34.825
_03817_,34.8
_03973_,34.76
u_decodestage.u_regfile0.register\[31\]\[25\],34.705
u_decodestage.u_regfile0.register\[10\]\[15\],34.695
u_decodestage.u_regfile0.register\[29\]\[14\],34.66
u_decodestage.u_regfile0.register\[26\]\[28\],34.62
_02678_,34.56
u_decodestage.u_regfile0.register\[17\]\[4\],34.545
_03511_,34.54
u_decodestage.u_regfile0.register\[18\]\[6\],34.54
u_decodestage.u_regfile0.register\[5\]\[30\],34.44
_04306_,34.32
u_decodestage.u_regfile0.register\[14\]\[7\],34.2
_04317_,34.16
_03874_,34.14
_03802_,34.12
u_decodestage.u_regfile0.register\[6\]\[21\],34.12
_02457_,33.98
_03878_,33.94
u_decodestage.u_regfile0.register\[28\]\[12\],33.92
_04213_,33.915
u_decodestage.u_regfile0.register\[18\]\[3\],33.9
_03340_,33.88
_02324_,33.86
u_decodestage.u_regfile0.register\[23\]\[8\],33.805
u_decodestage.u_regfile0.register\[27\]\[14\],33.795
u_decodestage.u_regfile0.register\[25\]\[6\],33.68
u_decodestage.u_regfile0.register\[3\]\[29\],33.68
u_decodestage.u_regfile0.register\[23\]\[6\],33.62
_04374_,33.6
_03722_,33.58
_03760_,33.535
u_decodestage.u_regfile0.register\[5\]\[13\],33.515
u_decodestage.u_regfile0.register\[19\]\[17\],33.51
u_decodestage.u_regfile0.register\[13\]\[16\],33.48
_03588_,33.46
_01402_,33.44
_01206_,33.4
_03621_,33.4
_02937_,33.38
u_decodestage.u_regfile0.register\[4\]\[13\],33.36
_01878_,33.34
_02188_,33.26
_02671_,33.24
_03075_,33.22
_03210_,33.18
u_decodestage.u_regfile0.register\[13\]\[7\],33.14
u_decodestage.u_regfile0.register\[29\]\[24\],33.12
_03510_,33.04
_04282_,33.04
_03855_,33
u_decodestage.u_regfile0.register\[11\]\[5\],32.995
u_decodestage.instruction\[18\],32.98
u_decodestage.u_regfile0.register\[28\]\[27\],32.98
u_decodestage.u_regfile0.register\[19\]\[25\],32.975
_03481_,32.94
_02319_,32.88
u_decodestage.u_regfile0.register\[11\]\[26\],32.84
u_decodestage.u_regfile0.register\[28\]\[8\],32.84
_01849_,32.82
_02770_,32.74
u_decodestage.u_regfile0.register\[18\]\[9\],32.72
u_fetchpipeline.pre_address_pc\[21\],32.72
_03335_,32.68
u_decodestage.u_regfile0.register\[24\]\[25\],32.68
_02092_,32.66
_03611_,32.66
u_decodestage.u_regfile0.register\[26\]\[13\],32.66
_01903_,32.62
u_decodestage.u_regfile0.register\[21\]\[23\],32.62
u_decodestage.u_regfile0.register\[22\]\[6\],32.62
u_decodestage.u_regfile0.register\[10\]\[4\],32.6
_03777_,32.58
u_decodestage.u_regfile0.register\[18\]\[2\],32.565
_02569_,32.54
_04301_,32.54
u_decodestage.u_regfile0.register\[13\]\[5\],32.51
u_decodestage.u_regfile0.register\[2\]\[2\],32.505
u_decodestage.u_regfile0.register\[18\]\[27\],32.5
u_decodestage.u_regfile0.register\[3\]\[30\],32.5
_02010_,32.48
u_decodestage.u_regfile0.register\[29\]\[23\],32.46
u_decodestage.u_regfile0.register\[1\]\[24\],32.42
_04215_,32.36
_01605_,32.34
u_decodestage.u_regfile0.register\[14\]\[24\],32.32
_03556_,32.26
u_decodestage.u_regfile0.register\[18\]\[28\],32.26
u_memorystage.u_wrap_mem0.wrap_load_out\[29\],32.26
_03252_,32.22
u_decodestage.u_regfile0.register\[20\]\[7\],32.18
u_decodestage.u_regfile0.register\[17\]\[5\],32.16
_03724_,32.14
_04384_,32.12
_01233_,32.1
_03018_,32.1
_03422_,32.06
_01220_,32.005
u_decodestage.u_regfile0.register\[4\]\[25\],31.895
u_decodestage.u_regfile0.register\[1\]\[27\],31.78
u_decodestage.u_regfile0.register\[11\]\[17\],31.74
u_decodestage.u_regfile0.register\[19\]\[21\],31.725
u_decodestage.u_regfile0.register\[22\]\[11\],31.7
_02541_,31.66
_03294_,31.64
u_decodestage.u_regfile0.register\[23\]\[0\],31.6
u_decodestage.u_regfile0.register\[16\]\[24\],31.595
u_decodestage.u_regfile0.register\[6\]\[28\],31.58
_03664_,31.56
_03917_,31.56
u_decodestage.u_regfile0.register\[5\]\[12\],31.54
u_decodestage.u_regfile0.register\[6\]\[31\],31.54
u_decodestage.u_regfile0.register\[25\]\[26\],31.505
_02922_,31.5
_02803_,31.48
_01708_,31.46
u_memorystage.u_wrap_mem0.wrap_load_out\[4\],31.44
u_decodestage.u_regfile0.register\[4\]\[10\],31.42
u_decodestage.u_regfile0.register\[7\]\[2\],31.42
u_decodestage.i_immo\[8\],31.385
_02544_,31.3
u_decodestage.u_regfile0.register\[30\]\[9\],31.265
u_decodestage.u_regfile0.register\[29\]\[6\],31.12
u_decodestage.u_regfile0.register\[25\]\[16\],31.065
u_decodestage.u_regfile0.register\[3\]\[12\],31.065
u_decodestage.imm_sel\[1\],31.01
_03122_,31
u_decodestage.u_regfile0.register\[28\]\[11\],31
u_decodestage.u_regfile0.register\[29\]\[13\],31
_02919_,30.98
_02676_,30.96
u_memorystage.u_wrap_mem0.wrap_load_out\[16\],30.96
_03769_,30.92
u_fetchpipeline.pre_address_pc\[25\],30.92
_01547_,30.9
u_decodestage.u_regfile0.register\[21\]\[7\],30.86
u_decodestage.u_regfile0.register\[21\]\[17\],30.82
u_decodestage.u_regfile0.register\[6\]\[4\],30.7
u_decodestage.u_regfile0.register\[7\]\[26\],30.68
_03677_,30.66
u_decodestage.i_immo\[7\],30.66
_02288_,30.58
_02299_,30.58
_03735_,30.58
u_decodestage.u_regfile0.register\[23\]\[20\],30.56
net143,30.56
_03198_,30.54
_03639_,30.52
u_decodestage.u_regfile0.register\[10\]\[13\],30.5
_04385_,30.44
_03319_,30.4
_02371_,30.39
_01308_,30.36
_03779_,30.36
u_decodestage.u_regfile0.register\[22\]\[1\],30.36
_02704_,30.3
u_decodestage.u_regfile0.register\[2\]\[14\],30.3
u_decodestage.u_regfile0.register\[6\]\[20\],30.285
_03456_,30.24
u_decodestage.u_regfile0.register\[29\]\[1\],30.24
_02132_,30.18
u_decodestage.i_immo\[5\],30.18
u_decodestage.u_regfile0.register\[8\]\[19\],30.16
u_decodestage.u_regfile0.register\[2\]\[0\],30.125
u_decodestage.u_regfile0.register\[15\]\[30\],30.1
u_memorystage.u_wrap_mem0.wrap_load_out\[0\],30.08
u_decodestage.u_regfile0.register\[4\]\[19\],30.06
_03745_,30
_03216_,29.94
u_decodestage.u_regfile0.register\[27\]\[12\],29.92
u_decodestage.u_regfile0.register\[29\]\[15\],29.92
_02636_,29.9
u_decodestage.u_regfile0.register\[26\]\[8\],29.88
u_decodestage.u_regfile0.register\[12\]\[20\],29.805
_02911_,29.74
u_decodestage.u_regfile0.register\[17\]\[8\],29.74
u_decodestage.u_regfile0.register\[22\]\[2\],29.74
u_decodestage.u_regfile0.register\[6\]\[9\],29.74
_01387_,29.7
u_decodestage.u_regfile0.register\[19\]\[5\],29.7
u_decodestage.u_regfile0.register\[30\]\[10\],29.685
u_decodestage.u_regfile0.register\[4\]\[8\],29.68
u_fetchpipeline.pre_address_pc\[9\],29.68
_03947_,29.64
u_decodestage.u_regfile0.register\[17\]\[13\],29.6
u_decodestage.u_regfile0.register\[22\]\[25\],29.6
u_decodestage.u_regfile0.register\[30\]\[3\],29.585
_00009_,29.58
u_decodestage.u_regfile0.register\[1\]\[7\],29.58
u_decodestage.u_regfile0.register\[10\]\[17\],29.52
u_decodestage.u_regfile0.register\[11\]\[28\],29.52
u_decodestage.u_regfile0.register\[15\]\[31\],29.52
u_decodestage.instruction\[5\],29.41
_03814_,29.4
_03348_,29.36
u_decodestage.u_regfile0.register\[24\]\[6\],29.345
_01718_,29.34
u_decodestage.u_regfile0.register\[25\]\[17\],29.32
u_decodestage.u_regfile0.register\[29\]\[2\],29.3
u_decodestage.u_regfile0.register\[29\]\[7\],29.26
u_fetchpipeline.pre_address_pc\[27\],29.24
u_decodestage.u_regfile0.register\[28\]\[7\],29.18
_02742_,29.04
u_decodestage.u_regfile0.register\[8\]\[13\],29.04
_04121_,29.02
u_decodestage.u_regfile0.register\[26\]\[25\],29
_03901_,28.94
_03461_,28.88
_04096_,28.82
u_decodestage.u_regfile0.register\[8\]\[8\],28.8
u_decodestage.u_regfile0.register\[8\]\[25\],28.72
_01299_,28.66
u_memorystage.u_wrap_mem0.wrap_load_out\[15\],28.66
net244,28.56
_01231_,28.52
u_decodestage.u_regfile0.register\[26\]\[1\],28.52
_03454_,28.515
u_decodestage.u_regfile0.register\[7\]\[23\],28.505
_04231_,28.49
u_decodestage.u_regfile0.register\[26\]\[21\],28.48
u_decodestage.u_regfile0.register\[31\]\[31\],28.48
u_decodestage.u_regfile0.register\[12\]\[16\],28.46
_02975_,28.42
_02842_,28.4
_02364_,28.32
_03445_,28.32
net416,28.3
_02844_,28.28
u_decodestage.u_regfile0.register\[7\]\[1\],28.28
_03563_,28.22
_03271_,28.16
u_decodestage.u_regfile0.register\[26\]\[23\],28.08
_01222_,28.06
_02096_,28.02
_03570_,28.02
u_decodestage.u_regfile0.register\[12\]\[22\],28.02
u_fetchpipeline.pre_address_pc\[3\],27.98
_03300_,27.9
_03680_,27.9
u_decodestage.u_regfile0.register\[17\]\[7\],27.86
u_decodestage.u_regfile0.register\[30\]\[4\],27.82
_04371_,27.8
u_decodestage.u_regfile0.register\[2\]\[4\],27.785
_03197_,27.78
u_decodestage.u_regfile0.register\[18\]\[8\],27.78
_04193_,27.77
load_data_in[23],27.77
u_decodestage.u_regfile0.register\[20\]\[15\],27.77
u_decodestage.u_regfile0.register\[2\]\[12\],27.76
u_decodestage.u_regfile0.register\[21\]\[28\],27.74
_03679_,27.72
_03204_,27.7
u_decodestage.u_regfile0.register\[19\]\[0\],27.7
u_decodestage.u_regfile0.register\[23\]\[1\],27.69
_01477_,27.68
_03834_,27.68
u_fetchpipeline.pre_address_pc\[12\],27.68
u_decodestage.u_regfile0.register\[31\]\[13\],27.66
u_decodestage.u_regfile0.register\[6\]\[26\],27.64
u_decodestage.u_regfile0.register\[28\]\[21\],27.63
_01959_,27.56
_03022_,27.54
_03441_,27.52
u_decodestage.u_regfile0.register\[10\]\[24\],27.52
u_decodestage.u_regfile0.register\[26\]\[3\],27.52
u_decodestage.u_regfile0.register\[24\]\[8\],27.48
_04220_,27.46
u_decodestage.u_regfile0.register\[31\]\[23\],27.46
u_decodestage.u_regfile0.register\[27\]\[21\],27.42
u_decodestage.u_regfile0.register\[27\]\[9\],27.42
_03567_,27.39
u_decodestage.u_regfile0.register\[30\]\[5\],27.385
_02592_,27.34
_04316_,27.34
_02548_,27.28
u_decodestage.u_regfile0.register\[29\]\[19\],27.255
_02732_,27.2
u_decodestage.pc_address\[5\],27.16
u_decodestage.u_regfile0.register\[15\]\[15\],27.14
u_decodestage.u_regfile0.register\[4\]\[12\],27.105
u_decodestage.u_regfile0.register\[1\]\[30\],27.08
u_decodestage.u_regfile0.register\[14\]\[22\],27.065
u_decodestage.u_regfile0.register\[23\]\[17\],26.995
pc_address[27],26.97
u_decodestage.u_regfile0.register\[4\]\[27\],26.965
_02727_,26.96
u_decodestage.u_regfile0.register\[19\]\[31\],26.94
_01302_,26.88
u_decodestage.u_regfile0.register\[11\]\[4\],26.86
_03654_,26.84
_02513_,26.835
u_decodestage.u_regfile0.register\[27\]\[16\],26.79
_02909_,26.74
u_decodestage.u_regfile0.register\[18\]\[21\],26.725
u_decodestage.u_regfile0.register\[21\]\[9\],26.7
_03904_,26.66
u_decodestage.u_regfile0.register\[3\]\[10\],26.66
_01444_,26.65
_01339_,26.64
_03318_,26.64
_03942_,26.62
u_decodestage.u_regfile0.register\[17\]\[27\],26.62
u_decodestage.u_regfile0.register\[4\]\[23\],26.6
_01892_,26.58
u_decodestage.u_regfile0.register\[7\]\[22\],26.58
u_decodestage.u_regfile0.register\[7\]\[12\],26.575
u_decodestage.u_regfile0.register\[14\]\[15\],26.56
_01665_,26.54
_03864_,26.52
_04155_,26.52
_03124_,26.5
u_decodestage.i_immo\[2\],26.48
u_decodestage.u_regfile0.register\[4\]\[21\],26.465
u_decodestage.u_regfile0.register\[12\]\[4\],26.425
_02104_,26.42
instruction[7],26.41
u_decodestage.u_regfile0.register\[26\]\[0\],26.4
_03474_,26.38
_02595_,26.34
_00011_,26.32
_04125_,26.32
u_decodestage.u_regfile0.register\[10\]\[30\],26.3
u_decodestage.u_regfile0.register\[29\]\[8\],26.28
u_decodestage.u_regfile0.register\[3\]\[0\],26.28
_04203_,26.26
u_decodestage.u_regfile0.register\[26\]\[24\],26.24
_03914_,26.2
u_decodestage.u_regfile0.register\[24\]\[7\],26.12
_04295_,26.1
_01882_,26.08
_04199_,26.06
_03040_,26.02
_03847_,25.98
u_decodestage.u_regfile0.register\[11\]\[15\],25.98
u_decodestage.u_regfile0.register\[29\]\[26\],25.98
u_decodestage.u_regfile0.register\[6\]\[22\],25.96
_02903_,25.92
u_decodestage.u_regfile0.register\[3\]\[27\],25.92
u_decodestage.u_regfile0.register\[21\]\[26\],25.9
_02386_,25.88
u_decodestage.u_regfile0.register\[19\]\[15\],25.82
u_decodestage.u_regfile0.register\[3\]\[25\],25.8
_03557_,25.785
u_decodestage.u_regfile0.register\[14\]\[30\],25.78
_03315_,25.72
u_decodestage.u_regfile0.register\[17\]\[21\],25.72
u_decodestage.u_regfile0.register\[29\]\[4\],25.7
_03709_,25.66
_03561_,25.64
_02655_,25.625
_03490_,25.62
_03707_,25.58
u_decodestage.u_regfile0.register\[27\]\[1\],25.58
_02524_,25.48
_03678_,25.46
u_decodestage.u_regfile0.register\[30\]\[19\],25.44
u_memorystage.u_wrap_mem0.wrap_load_out\[3\],25.44
_01819_,25.42
u_decodestage.u_regfile0.register\[13\]\[21\],25.42
_04630_,25.28
_04596_,25.26
u_decodestage.u_regfile0.register\[11\]\[22\],25.22
u_decodestage.u_regfile0.register\[24\]\[0\],25.22
u_decodestage.u_regfile0.register\[3\]\[2\],25.18
u_decodestage.u_regfile0.register\[19\]\[3\],25.175
u_decodestage.u_regfile0.register\[15\]\[16\],25.14
_04303_,25.12
u_decodestage.u_regfile0.register\[16\]\[7\],25.105
_01785_,25.06
u_decodestage.u_regfile0.register\[11\]\[27\],25.055
u_decodestage.u_regfile0.register\[25\]\[3\],25.045
net205,25.02
_01900_,24.92
_02230_,24.9
u_decodestage.u_regfile0.register\[1\]\[25\],24.9
_01301_,24.88
u_decodestage.u_regfile0.register\[29\]\[22\],24.88
_03025_,24.85
u_memorystage.u_wrap_mem0.wrap_load_out\[9\],24.8
u_decodestage.u_regfile0.register\[7\]\[4\],24.765
_03186_,24.76
_03815_,24.73
_03837_,24.68
_04258_,24.66
u_decodestage.u_regfile0.register\[28\]\[14\],24.63
_03119_,24.62
_04094_,24.6
_01772_,24.58
_01845_,24.58
_01380_,24.56
_02665_,24.56
u_decodestage.u_regfile0.register\[19\]\[20\],24.56
_03177_,24.54
u_decodestage.u_regfile0.register\[19\]\[4\],24.54
_03868_,24.48
_03446_,24.46
u_decodestage.u_regfile0.register\[1\]\[13\],24.455
u_decodestage.u_regfile0.register\[2\]\[27\],24.42
_03982_,24.4
_02942_,24.38
_04601_,24.34
_02766_,24.3
_01618_,24.28
_02905_,24.28
_03100_,24.275
_02902_,24.26
u_decodestage.u_regfile0.register\[27\]\[8\],24.26
u_decodestage.u_regfile0.register\[15\]\[13\],24.24
net417,24.23
_01356_,24.22
_02757_,24.22
u_decodestage.u_regfile0.register\[21\]\[8\],24.22
u_decodestage.u_regfile0.register\[5\]\[10\],24.185
_03220_,24.18
u_fetchpipeline.pre_address_pc\[11\],24.12
_03350_,24.1
u_decodestage.u_regfile0.register\[25\]\[22\],24.1
_01432_,24.08
_03408_,24.08
_03513_,24.03
u_decodestage.u_regfile0.register\[28\]\[6\],24.02
u_decodestage.u_regfile0.register\[5\]\[18\],24.005
_01295_,24
u_decodestage.u_regfile0.register\[23\]\[31\],23.995
_02925_,23.98
_03338_,23.96
_04662_,23.94
_01527_,23.92
_02339_,23.92
_03288_,23.92
u_decodestage.u_regfile0.register\[2\]\[18\],23.92
u_decodestage.u_regfile0.register\[1\]\[26\],23.88
u_fetchpipeline.pre_address_pc\[26\],23.86
_02107_,23.84
u_decodestage.u_regfile0.register\[11\]\[20\],23.8
_02456_,23.78
_03493_,23.78
u_decodestage.u_regfile0.register\[21\]\[30\],23.78
_04672_,23.76
_03960_,23.74
u_decodestage.u_regfile0.register\[6\]\[8\],23.705
_02643_,23.66
u_decodestage.u_regfile0.register\[8\]\[5\],23.64
_01352_,23.62
u_decodestage.u_regfile0.register\[5\]\[9\],23.615
u_decodestage.u_regfile0.register\[6\]\[10\],23.6
u_decodestage.u_regfile0.register\[23\]\[30\],23.58
u_decodestage.u_regfile0.register\[21\]\[29\],23.565
_03047_,23.56
u_decodestage.u_regfile0.register\[1\]\[22\],23.54
u_decodestage.u_regfile0.register\[29\]\[9\],23.52
u_decodestage.u_regfile0.register\[15\]\[4\],23.46
u_decodestage.u_regfile0.register\[8\]\[24\],23.42
u_memorystage.u_wrap_mem0.wrap_load_out\[6\],23.42
_02064_,23.38
u_decodestage.u_regfile0.register\[12\]\[17\],23.38
u_decodestage.u_regfile0.register\[27\]\[17\],23.38
u_decodestage.u_regfile0.register\[23\]\[25\],23.34
u_decodestage.u_regfile0.register\[28\]\[4\],23.34
_01319_,23.33
_01471_,23.32
_02015_,23.3
_01282_,23.26
_02306_,23.26
u_decodestage.pc_address\[21\],23.22
u_decodestage.u_regfile0.register\[16\]\[28\],23.22
u_decodestage.u_regfile0.register\[2\]\[13\],23.2
u_decodestage.u_regfile0.register\[30\]\[31\],23.2
u_decodestage.u_regfile0.register\[28\]\[13\],23.18
_01401_,23.16
u_decodestage.u_regfile0.register\[11\]\[7\],23.16
_03079_,23.14
u_decodestage.u_regfile0.register\[3\]\[18\],23.14
u_decodestage.u_regfile0.register\[1\]\[28\],23.12
u_decodestage.u_regfile0.register\[29\]\[30\],23.12
u_decodestage.u_regfile0.register\[6\]\[7\],23.08
u_decodestage.u_regfile0.register\[12\]\[5\],23.055
u_decodestage.u_regfile0.register\[5\]\[26\],23
_03521_,22.94
u_decodestage.u_regfile0.register\[25\]\[24\],22.94
u_decodestage.u_regfile0.register\[22\]\[30\],22.925
_03546_,22.92
u_decodestage.u_regfile0.register\[24\]\[13\],22.845
u_decodestage.pc_address\[29\],22.84
u_decodestage.u_regfile0.register\[15\]\[25\],22.84
u_fetchpipeline.pre_address_pc\[16\],22.76
_03822_,22.72
_03602_,22.68
_03444_,22.64
_03858_,22.61
_02479_,22.6
_03403_,22.58
_02921_,22.56
_02474_,22.54
_04201_,22.54
_04272_,22.54
u_decodestage.u_regfile0.register\[1\]\[14\],22.54
u_decodestage.u_regfile0.register\[30\]\[8\],22.48
u_decodestage.u_regfile0.register\[30\]\[1\],22.44
u_decodestage.u_regfile0.register\[20\]\[24\],22.425
_03873_,22.38
u_decodestage.u_regfile0.register\[29\]\[17\],22.38
u_decodestage.u_regfile0.register\[29\]\[21\],22.38
_00006_,22.34
u_decodestage.u_regfile0.register\[20\]\[3\],22.32
u_decodestage.u_regfile0.register\[4\]\[4\],22.305
u_decodestage.u_regfile0.register\[20\]\[22\],22.28
u_decodestage.u_regfile0.register\[1\]\[15\],22.265
_03113_,22.26
u_decodestage.u_regfile0.register\[13\]\[22\],22.245
_01509_,22.24
_02125_,22.24
_03241_,22.235
_01929_,22.23
_01419_,22.22
u_decodestage.u_regfile0.register\[30\]\[26\],22.22
u_decodestage.imm_sel\[2\],22.16
u_decodestage.u_regfile0.register\[4\]\[18\],22.16
u_decodestage.u_regfile0.register\[6\]\[5\],22.125
_02743_,22.06
_03896_,22.04
_02111_,22
_02861_,22
_03948_,22
u_decodestage.u_regfile0.register\[28\]\[5\],22
_03289_,21.98
_02241_,21.88
u_decodestage.u_regfile0.register\[17\]\[31\],21.88
u_decodestage.u_regfile0.register\[2\]\[25\],21.8
u_decodestage.u_regfile0.register\[13\]\[13\],21.785
_03623_,21.75
u_decodestage.u_regfile0.register\[17\]\[25\],21.74
u_decodestage.u_regfile0.register\[5\]\[21\],21.725
_02137_,21.72
_02164_,21.7
_03827_,21.7
u_decodestage.u_regfile0.register\[15\]\[17\],21.68
_03753_,21.66
_02855_,21.64
u_decodestage.u_regfile0.register\[5\]\[8\],21.64
u_decodestage.u_regfile0.register\[30\]\[23\],21.62
u_memorystage.u_wrap_mem0.wrap_load_out\[8\],21.62
u_decodestage.u_regfile0.register\[28\]\[19\],21.6
_02838_,21.595
_01236_,21.58
u_decodestage.pc_address\[26\],21.58
_02212_,21.54
_02701_,21.54
_04645_,21.54
_00138_,21.485
u_decodestage.u_regfile0.register\[16\]\[15\],21.46
u_decodestage.u_regfile0.register\[29\]\[5\],21.46
_02677_,21.42
_03096_,21.42
_04309_,21.42
net243,21.42
_03636_,21.38
_03353_,21.36
_02605_,21.32
_03238_,21.32
_03829_,21.32
u_decodestage.u_regfile0.register\[13\]\[8\],21.305
u_decodestage.u_regfile0.register\[15\]\[5\],21.3
_00003_,21.24
_01876_,21.24
_02117_,21.24
u_decodestage.u_regfile0.register\[25\]\[10\],21.235
_02434_,21.22
u_decodestage.u_regfile0.register\[12\]\[21\],21.2
u_decodestage.u_regfile0.register\[21\]\[6\],21.2
_03141_,21.18
u_decodestage.u_regfile0.register\[3\]\[4\],21.165
_03296_,21.16
_03420_,21.16
u_decodestage.u_regfile0.register\[7\]\[8\],21.16
u_memorystage.u_wrap_mem0.wrap_load_out\[27\],21.16
u_decodestage.u_regfile0.register\[12\]\[15\],21.135
u_decodestage.u_regfile0.register\[9\]\[22\],21.125
_02085_,21.12
_02076_,21.1
u_decodestage.branch_result,21.08
u_decodestage.u_regfile0.register\[21\]\[22\],21.06
_03483_,21.05
u_decodestage.u_regfile0.register\[22\]\[13\],21.035
u_decodestage.instruction\[4\],21.02
u_decodestage.u_regfile0.register\[26\]\[20\],21
_01447_,20.99
u_decodestage.u_regfile0.register\[11\]\[11\],20.98
u_decodestage.u_regfile0.register\[11\]\[31\],20.965
_03354_,20.92
_03746_,20.92
_03411_,20.89
u_decodestage.u_regfile0.register\[8\]\[15\],20.88
u_decodestage.imm_sel\[0\],20.78
u_decodestage.u_regfile0.register\[25\]\[15\],20.755
u_decodestage.u_regfile0.register\[26\]\[15\],20.74
u_decodestage.u_regfile0.register\[25\]\[1\],20.72
u_decodestage.u_regfile0.register\[19\]\[30\],20.705
u_fetchpipeline.pre_address_pc\[18\],20.68
u_decodestage.u_regfile0.register\[16\]\[21\],20.665
_00048_,20.66
_03659_,20.66
_04179_,20.66
u_decodestage.u_regfile0.register\[23\]\[13\],20.66
_02211_,20.64
u_decodestage.u_regfile0.register\[31\]\[14\],20.64
u_decodestage.u_regfile0.register\[13\]\[20\],20.625
u_decodestage.u_regfile0.register\[31\]\[19\],20.625
_03200_,20.62
u_decodestage.u_regfile0.register\[30\]\[27\],20.62
_03491_,20.6
_01292_,20.58
_02734_,20.58
u_decodestage.u_regfile0.register\[31\]\[4\],20.575
_04205_,20.56
u_decodestage.u_regfile0.register\[3\]\[15\],20.56
_03084_,20.54
_03168_,20.54
_01874_,20.52
u_decodestage.u_regfile0.register\[2\]\[22\],20.505
_04375_,20.44
u_decodestage.pc_address\[20\],20.44
_03885_,20.38
_01916_,20.36
u_decodestage.pc_address\[12\],20.36
u_decodestage.u_regfile0.register\[31\]\[18\],20.36
_02327_,20.34
_03862_,20.32
_03968_,20.32
u_decodestage.u_regfile0.register\[16\]\[22\],20.32
u_fetchpipeline.pre_address_pc\[19\],20.3
_01986_,20.28
data_out[8],20.27
_02045_,20.24
u_decodestage.u_regfile0.register\[28\]\[1\],20.24
u_decodestage.u_regfile0.register\[28\]\[15\],20.23
u_decodestage.u_regfile0.register\[30\]\[13\],20.205
_02354_,20.2
_02079_,20.06
_03352_,20.04
u_decodestage.u_regfile0.register\[7\]\[25\],20.04
_03849_,20.02
_02001_,20
_02840_,20
_03137_,20
_04182_,19.98
net239,19.96
_03058_,19.92
_03313_,19.92
u_decodestage.u_regfile0.register\[19\]\[9\],19.92
u_decodestage.u_regfile0.register\[3\]\[5\],19.92
u_decodestage.u_regfile0.register\[31\]\[26\],19.875
_01612_,19.86
_03108_,19.84
u_decodestage.u_regfile0.register\[25\]\[30\],19.825
_02952_,19.76
u_decodestage.u_regfile0.register\[18\]\[24\],19.74
u_decodestage.u_regfile0.register\[2\]\[8\],19.64
u_decodestage.u_regfile0.register\[7\]\[15\],19.64
u_fetchpipeline.pre_address_pc\[17\],19.62
u_decodestage.u_regfile0.register\[2\]\[24\],19.585
u_decodestage.u_regfile0.register\[1\]\[31\],19.58
u_decodestage.u_regfile0.register\[9\]\[7\],19.545
_02000_,19.54
_03915_,19.52
_04411_,19.52
u_decodestage.u_regfile0.register\[31\]\[27\],19.5
u_decodestage.u_regfile0.register\[6\]\[14\],19.455
_04407_,19.44
_03111_,19.42
_04589_,19.42
_01834_,19.4
_03170_,19.4
_03700_,19.4
_03308_,19.36
_04313_,19.36
_02097_,19.3
_03404_,19.3
u_decodestage.u_regfile0.register\[22\]\[24\],19.3
_02505_,19.28
_02767_,19.28
u_decodestage.u_regfile0.register\[3\]\[8\],19.265
_02050_,19.26
_03442_,19.24
_03697_,19.14
u_decodestage.u_regfile0.register\[25\]\[31\],19.1
u_decodestage.u_regfile0.register\[6\]\[15\],19.09
_03117_,19.08
u_decodestage.instruction\[6\],19.08
u_decodestage.mem_to_reg\[0\],19.08
_02993_,19.02
u_decodestage.u_regfile0.register\[29\]\[18\],19.02
u_fetchpipeline.pre_address_pc\[4\],19.02
u_decodestage.u_regfile0.register\[27\]\[15\],19.01
u_decodestage.u_regfile0.register\[21\]\[13\],19
u_decodestage.u_regfile0.register\[7\]\[18\],19
_01045_,18.98
_03736_,18.98
u_decodestage.u_regfile0.register\[23\]\[16\],18.98
_03828_,18.975
_04613_,18.96
_01340_,18.94
_02586_,18.94
_04425_,18.94
u_decodestage.u_regfile0.register\[1\]\[23\],18.94
_02410_,18.92
_04185_,18.92
net407,18.9
_02810_,18.88
u_decodestage.u_regfile0.register\[17\]\[19\],18.88
_03976_,18.86
u_decodestage.u_regfile0.register\[28\]\[26\],18.82
_02180_,18.8
_02910_,18.8
_03500_,18.8
_04636_,18.8
u_decodestage.u_regfile0.register\[31\]\[22\],18.8
u_decodestage.u_regfile0.register\[31\]\[8\],18.795
u_fetchpipeline.pre_address_pc\[1\],18.78
_01607_,18.76
_01944_,18.74
_02320_,18.72
_02818_,18.72
_00005_,18.7
_03346_,18.7
_01787_,18.68
u_decodestage.u_regfile0.register\[3\]\[19\],18.665
u_decodestage.u_regfile0.register\[6\]\[23\],18.665
_01844_,18.66
_04286_,18.66
_02875_,18.62
u_decodestage.u_regfile0.register\[28\]\[30\],18.62
_03068_,18.6
_03887_,18.6
_02334_,18.56
_04060_,18.56
u_decodestage.u_regfile0.register\[25\]\[13\],18.545
