net,length_um
_01749_,4.34
_01831_,4.34
_01893_,4.34
_01924_,4.34
_02094_,4.34
_02184_,4.34
_02204_,4.34
_02409_,4.34
_02648_,4.34
_02924_,4.34
_03531_,4.34
_03569_,4.34
_03728_,4.34
_03966_,4.34
_04128_,4.34
_04239_,4.34
_04275_,4.34
_04446_,4.34
_04461_,4.34
_04758_,4.34
_04908_,4.34
_04981_,4.34
_05008_,4.34
_05040_,4.34
_05055_,4.34
_05071_,4.34
_05073_,4.34
_05081_,4.34
_05123_,4.34
_05533_,4.34
_05737_,4.34
_03162_,4.335
_02032_,4.32
_03123_,4.32
_04541_,4.32
_00535_,4.305
_00824_,4.305
_00934_,4.305
_01702_,4.305
_02528_,4.295
_03034_,4.28
alu_out_address[10],4.27
alu_out_address[14],4.27
alu_out_address[16],4.27
alu_out_address[3],4.27
data_out[20],4.27
instruction[10],4.27
load_data_in[12],4.27
load_data_in[22],4.27
load_data_in[9],4.27
pc_address[21],4.27
_00903_,4.265
_04542_,4.26
_01512_,4.24
_03358_,4.24
_03482_,4.24
_03699_,4.24
_00038_,4.22
_00102_,4.22
_00224_,4.22
_00263_,4.22
_00453_,4.22
_00621_,4.22
_00713_,4.22
_00748_,4.22
_00770_,4.22
_00817_,4.22
_00859_,4.22
_00907_,4.22
_01119_,4.22
_01810_,4.22
_01850_,4.22
_01994_,4.22
_02157_,4.22
_02551_,4.22
_02565_,4.22
_02790_,4.22
_03206_,4.22
_03351_,4.22
_05531_,4.22
_01289_,4.2
_01935_,4.2
_02585_,4.2
_02614_,4.2
_03899_,4.2
_04681_,4.2
instruction[26],4.15
instruction[4],4.15
load_data_in[29],4.15
load_data_in[7],4.15
_00278_,4.145
_00881_,4.145
_01476_,4.14
_01770_,4.14
_02178_,4.14
_02388_,4.14
_02465_,4.14
_03545_,4.14
_04132_,4.14
_00258_,4.12
_00290_,4.12
_00473_,4.12
_00485_,4.12
_00555_,4.12
_00940_,4.12
_01109_,4.12
_01161_,4.12
_01949_,4.12
_02557_,4.12
_03794_,4.12
_04315_,4.12
_03715_,4.1
_00632_,4.08
_00760_,4.08
_00956_,4.08
_02093_,4.08
_02758_,4.08
_04402_,4.08
_00121_,4.065
_00510_,4.02
_00759_,4.02
_00793_,4.02
_03128_,4.02
_03459_,4.02
_03669_,4.02
_03805_,4.02
_04076_,4.02
_04211_,4.02
_00265_,4
_00425_,4
_00450_,4
_00472_,4
_00488_,4
_00821_,4
_01001_,4
_01067_,4
_01602_,4
_01658_,4
_01954_,4
_01961_,4
_02547_,4
_02833_,4
_02874_,4
_03056_,4
_03226_,4
_03607_,4
_03941_,4
_04029_,4
_04130_,4
_04148_,4
_04294_,4
_04377_,4
_04408_,4
_04500_,4
_04511_,4
_04657_,4
_04800_,4
_05177_,4
_05298_,4
_05470_,4
_05485_,4
_05542_,4
_05580_,4
_05685_,4
_05795_,4
_05831_,4
_01751_,3.98
_02634_,3.98
_01613_,3.955
alu_out_address[0],3.93
alu_out_address[12],3.93
alu_out_address[18],3.93
alu_out_address[23],3.93
alu_out_address[24],3.93
alu_out_address[25],3.93
alu_out_address[31],3.93
alu_out_address[4],3.93
alu_out_address[6],3.93
alu_out_address[9],3.93
data_mem_request,3.93
data_out[25],3.93
instruction[0],3.93
load_data_in[18],3.93
pc_address[16],3.93
pc_address[1],3.93
pc_address[23],3.93
pc_address[25],3.93
_00176_,3.925
_02377_,3.9
_03158_,3.9
_04591_,3.9
_04839_,3.9
_04849_,3.9
_05013_,3.9
_05026_,3.9
_05173_,3.9
_05220_,3.9
_05232_,3.9
_05354_,3.9
_05369_,3.9
_05384_,3.9
_05411_,3.9
_05489_,3.9
_05819_,3.9
_00796_,3.88
_01394_,3.88
_01835_,3.88
_02289_,3.88
_02425_,3.88
_02550_,3.88
_02610_,3.88
_02825_,3.88
_02898_,3.88
_02966_,3.88
_02983_,3.88
_03298_,3.88
_03489_,3.88
_03547_,3.88
_03781_,3.88
_03881_,3.88
_03967_,3.88
_04033_,3.88
_04380_,3.88
_04413_,3.88
_04550_,3.88
_04590_,3.88
_04862_,3.88
_04876_,3.88
_05166_,3.88
_05235_,3.88
_05253_,3.88
_05427_,3.88
_05612_,3.88
_05823_,3.88
_00929_,3.86
_01284_,3.86
_00669_,3.845
_00370_,3.84
instruction[25],3.81
load_data_in[5],3.81
load_data_in[6],3.81
_03258_,3.78
_03498_,3.78
_04054_,3.78
_04563_,3.78
_00483_,3.76
_00502_,3.76
_00620_,3.76
_00624_,3.76
_00746_,3.76
_00826_,3.76
_00863_,3.76
_00873_,3.76
_00910_,3.76
_00969_,3.76
_01004_,3.76
_01052_,3.76
_02848_,3.76
_03597_,3.76
_03732_,3.76
_03893_,3.76
_01797_,3.74
_02318_,3.74
_03694_,3.74
_00167_,3.705
_00168_,3.705
_00175_,3.705
_00178_,3.705
_00221_,3.705
_00513_,3.705
_00935_,3.705
_01155_,3.705
_00084_,3.68
_02081_,3.68
_02834_,3.68
_03512_,3.68
_03767_,3.68
_04665_,3.68
_00250_,3.66
_00305_,3.66
_00317_,3.66
_00390_,3.66
_00398_,3.66
_00423_,3.66
_00451_,3.66
_00542_,3.66
_00545_,3.66
_00603_,3.66
_00652_,3.66
_00761_,3.66
_00805_,3.66
_00890_,3.66
_00944_,3.66
_00997_,3.66
_01083_,3.66
_01094_,3.66
_01116_,3.66
_01137_,3.66
_01201_,3.66
_01274_,3.66
_01839_,3.66
_02517_,3.66
_02653_,3.66
_02827_,3.66
_03144_,3.66
_03983_,3.66
_00539_,3.64
_00836_,3.64
_02611_,3.64
_02754_,3.64
_03405_,3.64
_03738_,3.64
_04221_,3.64
_04400_,3.64
_00088_,3.56
_03146_,3.56
_03213_,3.56
_03492_,3.56
_03737_,3.56
_03905_,3.56
_04288_,3.56
_04652_,3.56
_04127_,3.555
_00056_,3.54
_00059_,3.54
_00067_,3.54
_00219_,3.54
_00243_,3.54
_00323_,3.54
_00364_,3.54
_00384_,3.54
_00442_,3.54
_00457_,3.54
_00507_,3.54
_00512_,3.54
_00666_,3.54
_00762_,3.54
_00780_,3.54
_00798_,3.54
_00884_,3.54
_00936_,3.54
_00955_,3.54
_00975_,3.54
_00987_,3.54
_01051_,3.54
_01111_,3.54
_01125_,3.54
_01169_,3.54
_01443_,3.54
_01623_,3.54
_01877_,3.54
_02133_,3.54
_02174_,3.54
_02335_,3.54
_02368_,3.54
_02484_,3.54
_02546_,3.54
_02575_,3.54
_02695_,3.54
_02839_,3.54
_02878_,3.54
_03002_,3.54
_03630_,3.54
_03903_,3.54
_03932_,3.54
_04051_,3.54
_04134_,3.54
_04153_,3.54
_04202_,3.54
_04206_,3.54
_04264_,3.54
_04441_,3.54
_04716_,3.54
_04720_,3.54
_04753_,3.54
_04837_,3.54
_04855_,3.54
_04900_,3.54
_05037_,3.54
_05130_,3.54
_05163_,3.54
_05199_,3.54
_05226_,3.54
_05241_,3.54
_05497_,3.54
_05651_,3.54
_05747_,3.54
_02576_,3.52
_03949_,3.52
_00125_,3.505
net392,3.47
instruction[31],3.47
load_data_in[0],3.47
load_data_in[10],3.47
load_data_in[1],3.47
load_data_in[27],3.47
load_data_in[3],3.47
_00159_,3.465
_00164_,3.465
_00174_,3.465
_00210_,3.465
_00030_,3.44
_01890_,3.44
_02140_,3.44
_03001_,3.44
_03076_,3.44
_04048_,3.44
_04120_,3.44
_04663_,3.44
_04693_,3.44
_04806_,3.44
_04807_,3.44
_04926_,3.44
_04977_,3.44
_05019_,3.44
_05103_,3.44
_05180_,3.44
_05340_,3.44
_05446_,3.44
_05488_,3.44
_05493_,3.44
_05494_,3.44
_05535_,3.44
_05740_,3.44
_05806_,3.44
_00072_,3.42
_00140_,3.42
_00377_,3.42
_00383_,3.42
_00861_,3.42
_01081_,3.42
_01123_,3.42
_01516_,3.42
_01532_,3.42
_01668_,3.42
_01883_,3.42
_02007_,3.42
_02090_,3.42
_02155_,3.42
_02163_,3.42
_02326_,3.42
_02408_,3.42
_02411_,3.42
_02491_,3.42
_02604_,3.42
_02687_,3.42
_02775_,3.42
_02786_,3.42
_03042_,3.42
_03082_,3.42
_03499_,3.42
_03586_,3.42
_03609_,3.42
_03627_,3.42
_03774_,3.42
_03796_,3.42
_03830_,3.42
_03860_,3.42
_03891_,3.42
_03952_,3.42
_04044_,3.42
_04059_,3.42
_04297_,3.42
_04493_,3.42
_04526_,3.42
_04538_,3.42
_04572_,3.42
_04757_,3.42
_04808_,3.42
_04865_,3.42
_04868_,3.42
_04873_,3.42
_05091_,3.42
_05134_,3.42
_05248_,3.42
_05291_,3.42
_05333_,3.42
_05467_,3.42
_05652_,3.42
_05751_,3.42
_03540_,3.405
_00525_,3.4
_00613_,3.4
_00921_,3.385
_00123_,3.32
_00149_,3.32
_00931_,3.32
_00961_,3.32
_02483_,3.32
_02504_,3.32
_04247_,3.32
_04447_,3.32
_00332_,3.3
_00348_,3.3
_00351_,3.3
_00361_,3.3
_00367_,3.3
_00421_,3.3
_00481_,3.3
_00484_,3.3
_00538_,3.3
_00689_,3.3
_00741_,3.3
_00880_,3.3
_00925_,3.3
_01021_,3.3
_01060_,3.3
_01092_,3.3
_04416_,3.3
_04790_,3.3
_04890_,3.3
_03825_,3.295
_01667_,3.28
_00165_,3.245
_00200_,3.245
_01032_,3.245
_00153_,3.225
_01473_,3.22
_01735_,3.22
_02101_,3.22
_02724_,3.22
_03469_,3.22
_03696_,3.22
_04266_,3.22
_04381_,3.22
_04607_,3.22
_03684_,3.21
_00097_,3.2
_00295_,3.2
_00340_,3.2
_00352_,3.2
_00354_,3.2
_00417_,3.2
_00428_,3.2
_00491_,3.2
_00529_,3.2
_00628_,3.2
_00645_,3.2
_00721_,3.2
_00794_,3.2
_00802_,3.2
_00812_,3.2
_00930_,3.2
_00950_,3.2
_00965_,3.2
_00967_,3.2
_01002_,3.2
_01026_,3.2
_01062_,3.2
_01084_,3.2
_01104_,3.2
_01129_,3.2
_01187_,3.2
_02587_,3.2
_02697_,3.2
_02721_,3.2
_03115_,3.2
_04115_,3.2
_00622_,3.18
_02963_,3.18
_03526_,3.18
_03890_,3.18
_04308_,3.18
_00202_,3.175
_04543_,3.175
_00131_,3.145
_00261_,3.1
_00395_,3.1
_00404_,3.1
_00447_,3.1
_00599_,3.1
_00734_,3.1
_01074_,3.1
_01671_,3.1
_02896_,3.1
_03322_,3.1
_03638_,3.1
_03859_,3.1
_03926_,3.1
_03931_,3.1
_03970_,3.1
_04256_,3.1
_04354_,3.1
_04521_,3.1
_04525_,3.1
_04528_,3.1
_04531_,3.1
_04608_,3.1
_04655_,3.1
_00042_,3.08
_00057_,3.08
_00064_,3.08
_00091_,3.08
_00092_,3.08
_00093_,3.08
_00104_,3.08
_00135_,3.08
_00217_,3.08
_00251_,3.08
_00257_,3.08
_00316_,3.08
_00318_,3.08
_00369_,3.08
_00415_,3.08
_00553_,3.08
_00686_,3.08
_00735_,3.08
_00795_,3.08
_00825_,3.08
_00844_,3.08
_00866_,3.08
_00962_,3.08
_00968_,3.08
_00977_,3.08
_00991_,3.08
_01028_,3.08
_01033_,3.08
_01064_,3.08
_01143_,3.08
_01151_,3.08
_01152_,3.08
_01341_,3.08
_01375_,3.08
_01609_,3.08
_01786_,3.08
_01852_,3.08
_01998_,3.08
_02787_,3.08
_02864_,3.08
_02956_,3.08
_02988_,3.08
_03081_,3.08
_03087_,3.08
_03426_,3.08
_03467_,3.08
_03519_,3.08
_03676_,3.08
_03797_,3.08
_03852_,3.08
_03921_,3.08
_04006_,3.08
_04022_,3.08
_04023_,3.08
_04298_,3.08
_04464_,3.08
_04529_,3.08
_04704_,3.08
_04712_,3.08
_04885_,3.08
_05067_,3.08
_05074_,3.08
_05077_,3.08
_05164_,3.08
_05168_,3.08
_05230_,3.08
_05236_,3.08
_05255_,3.08
_05365_,3.08
_05414_,3.08
_05514_,3.08
_05524_,3.08
_05573_,3.08
_05658_,3.08
_05780_,3.08
_05796_,3.08
_05812_,3.08
_00051_,3.06
_04228_,3.06
_00143_,3.045
_05805_,3.02
_00196_,3.005
_00046_,2.98
_01379_,2.98
_01441_,2.98
_01521_,2.98
_01769_,2.98
_02030_,2.98
_02086_,2.98
_02856_,2.98
_03256_,2.98
_03327_,2.98
_04198_,2.98
_04739_,2.98
_04811_,2.98
_05018_,2.98
_05038_,2.98
_05053_,2.98
_05078_,2.98
_05126_,2.98
_05243_,2.98
_05257_,2.98
_05272_,2.98
_05342_,2.98
_05515_,2.98
_05562_,2.98
_05624_,2.98
_05671_,2.98
_05760_,2.98
_05766_,2.98
_00024_,2.96
_00066_,2.96
_00069_,2.96
_00070_,2.96
_00388_,2.96
_00653_,2.96
_00964_,2.96
_00984_,2.96
_01193_,2.96
_01228_,2.96
_01436_,2.96
_01603_,2.96
_01630_,2.96
_01705_,2.96
_01814_,2.96
_01873_,2.96
_02013_,2.96
_02108_,2.96
_02129_,2.96
_02136_,2.96
_02250_,2.96
_02330_,2.96
_02401_,2.96
_02460_,2.96
_02590_,2.96
_02621_,2.96
_02659_,2.96
_02812_,2.96
_02932_,2.96
_02946_,2.96
_03017_,2.96
_03159_,2.96
_03507_,2.96
_03704_,2.96
_03959_,2.96
_03969_,2.96
_03992_,2.96
_04226_,2.96
_04234_,2.96
_04694_,2.96
_04752_,2.96
_04880_,2.96
_04909_,2.96
_04920_,2.96
_05014_,2.96
_05079_,2.96
_05150_,2.96
_05205_,2.96
_05223_,2.96
_05268_,2.96
_05490_,2.96
_05552_,2.96
_05591_,2.96
net238,2.96
net402,2.96
_01690_,2.955
_00913_,2.925
_02579_,2.925
_05610_,2.92
_00213_,2.885
_00172_,2.86
_00192_,2.86
_00307_,2.86
_00347_,2.86
_00378_,2.86
_00775_,2.86
_00989_,2.86
_01024_,2.86
_01030_,2.86
_01479_,2.86
_01862_,2.86
_03054_,2.86
_04058_,2.86
_04412_,2.86
_00050_,2.84
_00096_,2.84
_00108_,2.84
_00267_,2.84
_00573_,2.84
_00636_,2.84
_00665_,2.84
_00749_,2.84
_00828_,2.84
_00848_,2.84
_00872_,2.84
_00924_,2.84
_01039_,2.84
_01049_,2.84
_01120_,2.84
_01136_,2.84
_01200_,2.84
_01442_,2.84
_02631_,2.84
_03052_,2.84
_03218_,2.84
_05056_,2.84
u_memorystage.u_wrap_mem0.wrap_load_out\[31\],2.84
_00193_,2.835
_00158_,2.785
_00166_,2.785
_00187_,2.785
_00199_,2.785
_00211_,2.785
_03718_,2.775
_01286_,2.76
_01492_,2.76
_02561_,2.76
_02606_,2.76
_03246_,2.76
_03407_,2.76
_03549_,2.76
_03819_,2.76
_03866_,2.76
_03965_,2.76
_04232_,2.76
_00090_,2.74
_00095_,2.74
_00110_,2.74
_00233_,2.74
_00248_,2.74
_00255_,2.74
_00256_,2.74
_00288_,2.74
_00329_,2.74
_00349_,2.74
_00356_,2.74
_00401_,2.74
_00416_,2.74
_00433_,2.74
_00436_,2.74
_00438_,2.74
_00486_,2.74
_00492_,2.74
_00568_,2.74
_00579_,2.74
_00593_,2.74
_00633_,2.74
_00639_,2.74
_00642_,2.74
_00674_,2.74
_00676_,2.74
_00680_,2.74
_00683_,2.74
_00706_,2.74
_00727_,2.74
_00730_,2.74
_00733_,2.74
_00736_,2.74
_00744_,2.74
_00766_,2.74
_00774_,2.74
_00785_,2.74
_00799_,2.74
_00816_,2.74
_00822_,2.74
_00827_,2.74
_00900_,2.74
_00938_,2.74
_00990_,2.74
_01029_,2.74
_01036_,2.74
_01048_,2.74
_01055_,2.74
_01059_,2.74
_01114_,2.74
_01115_,2.74
_01172_,2.74
_01179_,2.74
_01247_,2.74
_01886_,2.74
_02258_,2.74
_02615_,2.74
_03254_,2.74
_05197_,2.74
_00194_,2.715
_04010_,2.715
_03647_,2.66
_03950_,2.66
_00118_,2.64
_00275_,2.64
_00279_,2.64
_00287_,2.64
_00296_,2.64
_00312_,2.64
_00344_,2.64
_00391_,2.64
_00408_,2.64
_00432_,2.64
_00495_,2.64
_00523_,2.64
_00528_,2.64
_00530_,2.64
_00550_,2.64
_00587_,2.64
_00638_,2.64
_00675_,2.64
_00693_,2.64
_00755_,2.64
_00781_,2.64
_00787_,2.64
_00801_,2.64
_00803_,2.64
_00819_,2.64
_00831_,2.64
_00832_,2.64
_00877_,2.64
_00926_,2.64
_00946_,2.64
_00958_,2.64
_00983_,2.64
_01003_,2.64
_01040_,2.64
_01053_,2.64
_01080_,2.64
_01176_,2.64
_01183_,2.64
_01197_,2.64
_01290_,2.64
_02167_,2.64
_02552_,2.64
_03449_,2.64
_03573_,2.64
_04043_,2.64
_04084_,2.64
_04129_,2.64
_04225_,2.64
_04530_,2.64
_00079_,2.62
_00082_,2.62
_00101_,2.62
_00105_,2.62
_00142_,2.62
_00222_,2.62
_00334_,2.62
_00366_,2.62
_00409_,2.62
_00441_,2.62
_00446_,2.62
_00461_,2.62
_00493_,2.62
_00549_,2.62
_00585_,2.62
_00611_,2.62
_00612_,2.62
_00616_,2.62
_00640_,2.62
_00659_,2.62
_00711_,2.62
_00720_,2.62
_00726_,2.62
_00740_,2.62
_00753_,2.62
_00765_,2.62
_00777_,2.62
_00790_,2.62
_00797_,2.62
_00815_,2.62
_00845_,2.62
_00855_,2.62
_00902_,2.62
_00911_,2.62
_00954_,2.62
_01012_,2.62
_01056_,2.62
_01071_,2.62
_01089_,2.62
_01095_,2.62
_01135_,2.62
_01190_,2.62
_01569_,2.62
_01832_,2.62
_01976_,2.62
_02034_,2.62
_02183_,2.62
_02193_,2.62
_02209_,2.62
_02399_,2.62
_02490_,2.62
_02502_,2.62
_02512_,2.62
_02686_,2.62
_02778_,2.62
_02883_,2.62
_02931_,2.62
_02982_,2.62
_03065_,2.62
_03080_,2.62
_03282_,2.62
_03371_,2.62
_03642_,2.62
_03703_,2.62
_03730_,2.62
_03772_,2.62
_03808_,2.62
_03831_,2.62
_03916_,2.62
_04080_,2.62
_04103_,2.62
_04105_,2.62
_04210_,2.62
_04218_,2.62
_04244_,2.62
_04337_,2.62
_04532_,2.62
_04573_,2.62
_04575_,2.62
_04609_,2.62
_04696_,2.62
_04742_,2.62
_04749_,2.62
_04860_,2.62
_04867_,2.62
_04917_,2.62
_04931_,2.62
_05092_,2.62
_05234_,2.62
_05406_,2.62
_05447_,2.62
_05449_,2.62
_05543_,2.62
_05563_,2.62
_05568_,2.62
_05592_,2.62
_05600_,2.62
_05608_,2.62
_05687_,2.62
_05720_,2.62
_05759_,2.62
_05792_,2.62
_00129_,2.595
_00204_,2.595
_00206_,2.595
_03279_,2.59
_00208_,2.585
_02135_,2.58
_03357_,2.55
_00004_,2.52
_00034_,2.52
_00039_,2.52
_00094_,2.52
_00919_,2.52
_01639_,2.52
_01807_,2.52
_02187_,2.52
_02311_,2.52
_02376_,2.52
_02454_,2.52
_02463_,2.52
_02638_,2.52
_02802_,2.52
_02867_,2.52
_02951_,2.52
_03005_,2.52
_03086_,2.52
_04437_,2.52
_04439_,2.52
_04457_,2.52
_04634_,2.52
_04690_,2.52
_04732_,2.52
_04740_,2.52
_04844_,2.52
_04901_,2.52
_04904_,2.52
_04922_,2.52
_04964_,2.52
_05015_,2.52
_05024_,2.52
_05032_,2.52
_05065_,2.52
_05068_,2.52
_05143_,2.52
_05148_,2.52
_05153_,2.52
_05161_,2.52
_05189_,2.52
_05190_,2.52
_05245_,2.52
_05301_,2.52
_05318_,2.52
_05348_,2.52
_05350_,2.52
_05371_,2.52
_05390_,2.52
_05456_,2.52
_05473_,2.52
_05590_,2.52
_05698_,2.52
_00032_,2.5
_00049_,2.5
_00460_,2.5
_00953_,2.5
_01647_,2.5
_01652_,2.5
_01744_,2.5
_01801_,2.5
_01853_,2.5
_01857_,2.5
_01872_,2.5
_01917_,2.5
_02053_,2.5
_02106_,2.5
_02146_,2.5
_02156_,2.5
_02305_,2.5
_02372_,2.5
_02599_,2.5
_02713_,2.5
_02801_,2.5
_02808_,2.5
_02891_,2.5
_02927_,2.5
_02996_,2.5
_03027_,2.5
_03336_,2.5
_03460_,2.5
_03494_,2.5
_03524_,2.5
_03671_,2.5
_03705_,2.5
_03751_,2.5
_03798_,2.5
_03865_,2.5
_03892_,2.5
_03939_,2.5
_04056_,2.5
_04207_,2.5
_04284_,2.5
_04290_,2.5
_04331_,2.5
_04333_,2.5
_04409_,2.5
_04467_,2.5
_04482_,2.5
_04518_,2.5
_04534_,2.5
_04597_,2.5
_04622_,2.5
_04632_,2.5
_04638_,2.5
_04706_,2.5
_04795_,2.5
_04801_,2.5
_04927_,2.5
_05021_,2.5
_05086_,2.5
_05260_,2.5
_05270_,2.5
_05273_,2.5
_05626_,2.5
_05657_,2.5
_05690_,2.5
_05710_,2.5
_05778_,2.5
_05787_,2.5
_05809_,2.5
_00186_,2.485
_00667_,2.465
_00681_,2.465
_00841_,2.465
_00201_,2.42
_01376_,2.4
_01470_,2.4
_02205_,2.4
_02813_,2.4
_02926_,2.4
_04287_,2.4
_04358_,2.4
_04617_,2.4
_04631_,2.4
_04642_,2.4
_05581_,2.4
_00314_,2.38
_00337_,2.38
_00397_,2.38
_00559_,2.38
_00560_,2.38
_00697_,2.38
_00709_,2.38
_00896_,2.38
_00899_,2.38
_01133_,2.38
_03591_,2.38
_05201_,2.38
_05707_,2.38
_00203_,2.375
_00122_,2.325
_00170_,2.325
_00195_,2.325
_00197_,2.325
_00198_,2.325
_00209_,2.325
_01960_,2.315
_00850_,2.31
_00455_,2.305
_00605_,2.305
_00010_,2.3
_01468_,2.3
_02201_,2.3
_02203_,2.3
_02390_,2.3
_02503_,2.3
_02530_,2.3
_03131_,2.3
_03259_,2.3
_04028_,2.3
_04254_,2.3
_04320_,2.3
_04637_,2.3
_04639_,2.3
_00466_,2.295
_00238_,2.28
_00249_,2.28
_00269_,2.28
_00283_,2.28
_00284_,2.28
_00293_,2.28
_00303_,2.28
_00320_,2.28
_00326_,2.28
_00386_,2.28
_00400_,2.28
_00427_,2.28
_00452_,2.28
_00468_,2.28
_00470_,2.28
_00482_,2.28
_00509_,2.28
_00537_,2.28
_00563_,2.28
_00584_,2.28
_00608_,2.28
_00610_,2.28
_00641_,2.28
_00644_,2.28
_00648_,2.28
_00672_,2.28
_00684_,2.28
_00703_,2.28
_00710_,2.28
_00712_,2.28
_00723_,2.28
_00724_,2.28
_00737_,2.28
_00769_,2.28
_00771_,2.28
_00792_,2.28
_00800_,2.28
_00804_,2.28
_00813_,2.28
_00835_,2.28
_00837_,2.28
_00856_,2.28
_00868_,2.28
_00886_,2.28
_00888_,2.28
_00892_,2.28
_00898_,2.28
_00901_,2.28
_00922_,2.28
_00927_,2.28
_00957_,2.28
_00985_,2.28
_00986_,2.28
_01014_,2.28
_01041_,2.28
_01050_,2.28
_01085_,2.28
_01099_,2.28
_01107_,2.28
_01117_,2.28
_01126_,2.28
_01146_,2.28
_01158_,2.28
_01160_,2.28
_01192_,2.28
_01493_,2.28
_01694_,2.28
_01737_,2.28
_01784_,2.28
_01984_,2.28
_03272_,2.28
_03397_,2.28
_03565_,2.28
_04388_,2.28
_00534_,2.205
_03726_,2.185
_00025_,2.18
_00053_,2.18
_00081_,2.18
_00087_,2.18
_00112_,2.18
_00114_,2.18
_00225_,2.18
_00234_,2.18
_00247_,2.18
_00259_,2.18
_00271_,2.18
_00280_,2.18
_00322_,2.18
_00333_,2.18
_00338_,2.18
_00342_,2.18
_00343_,2.18
_00358_,2.18
_00360_,2.18
_00372_,2.18
_00375_,2.18
_00385_,2.18
_00392_,2.18
_00393_,2.18
_00402_,2.18
_00413_,2.18
_00430_,2.18
_00444_,2.18
_00454_,2.18
_00490_,2.18
_00496_,2.18
_00511_,2.18
_00521_,2.18
_00522_,2.18
_00531_,2.18
_00532_,2.18
_00536_,2.18
_00540_,2.18
_00551_,2.18
_00554_,2.18
_00557_,2.18
_00558_,2.18
_00566_,2.18
_00567_,2.18
_00572_,2.18
_00574_,2.18
_00598_,2.18
_00600_,2.18
_00604_,2.18
_00627_,2.18
_00629_,2.18
_00654_,2.18
_00656_,2.18
_00658_,2.18
_00663_,2.18
_00691_,2.18
_00700_,2.18
_00701_,2.18
_00715_,2.18
_00719_,2.18
_00722_,2.18
_00745_,2.18
_00747_,2.18
_00750_,2.18
_00767_,2.18
_00779_,2.18
_00782_,2.18
_00788_,2.18
_00823_,2.18
_00839_,2.18
_00842_,2.18
_00843_,2.18
_00857_,2.18
_00860_,2.18
_00862_,2.18
_00871_,2.18
_00878_,2.18
_00887_,2.18
_00893_,2.18
_00963_,2.18
_00974_,2.18
_00976_,2.18
_00988_,2.18
_01007_,2.18
_01011_,2.18
_01063_,2.18
_01068_,2.18
_01072_,2.18
_01075_,2.18
_01086_,2.18
_01087_,2.18
_01090_,2.18
_01105_,2.18
_01112_,2.18
_01124_,2.18
_01148_,2.18
_01162_,2.18
_01164_,2.18
_01175_,2.18
_01203_,2.18
_01793_,2.18
_03166_,2.18
_03564_,2.18
_04085_,2.18
_04251_,2.18
_04323_,2.18
_00020_,2.16
_00027_,2.16
_00035_,2.16
_00074_,2.16
_00089_,2.16
_00099_,2.16
_00100_,2.16
_00119_,2.16
_00216_,2.16
_00237_,2.16
_00273_,2.16
_00285_,2.16
_00310_,2.16
_00346_,2.16
_00353_,2.16
_00363_,2.16
_00387_,2.16
_00399_,2.16
_00420_,2.16
_00422_,2.16
_00424_,2.16
_00431_,2.16
_00463_,2.16
_00464_,2.16
_00467_,2.16
_00508_,2.16
_00575_,2.16
_00650_,2.16
_00661_,2.16
_00732_,2.16
_00742_,2.16
_00807_,2.16
_00820_,2.16
_00846_,2.16
_00854_,2.16
_00894_,2.16
_00895_,2.16
_00904_,2.16
_00908_,2.16
_00933_,2.16
_00941_,2.16
_00947_,2.16
_00998_,2.16
_00999_,2.16
_01025_,2.16
_01061_,2.16
_01069_,2.16
_01082_,2.16
_01093_,2.16
_01096_,2.16
_01153_,2.16
_01184_,2.16
_01186_,2.16
_01336_,2.16
_01440_,2.16
_01463_,2.16
_01474_,2.16
_01480_,2.16
_01539_,2.16
_01564_,2.16
_01571_,2.16
_01701_,2.16
_01768_,2.16
_01791_,2.16
_01936_,2.16
_01942_,2.16
_02062_,2.16
_02072_,2.16
_02115_,2.16
_02131_,2.16
_02179_,2.16
_02240_,2.16
_02360_,2.16
_02422_,2.16
_02531_,2.16
_02588_,2.16
_02612_,2.16
_02657_,2.16
_02685_,2.16
_02714_,2.16
_02795_,2.16
_02835_,2.16
_02976_,2.16
_03133_,2.16
_03395_,2.16
_03472_,2.16
_03525_,2.16
_03596_,2.16
_03632_,2.16
_03756_,2.16
_03807_,2.16
_03880_,2.16
_03964_,2.16
_04065_,2.16
_04162_,2.16
_04314_,2.16
_04474_,2.16
_04489_,2.16
_04507_,2.16
_04546_,2.16
_04667_,2.16
_04828_,2.16
_04958_,2.16
_05002_,2.16
_05076_,2.16
_05108_,2.16
_05151_,2.16
_05154_,2.16
_05210_,2.16
_05229_,2.16
_05326_,2.16
_05495_,2.16
_05545_,2.16
_05571_,2.16
_05576_,2.16
_05773_,2.16
_05788_,2.16
_00127_,2.145
_00191_,2.125
_01189_,2.09
_00960_,2.085
_01611_,2.06
_01721_,2.06
_01958_,2.06
_02071_,2.06
_02314_,2.06
_02322_,2.06
_02370_,2.06
_02404_,2.06
_02468_,2.06
_02768_,2.06
_02938_,2.06
_03031_,2.06
_03093_,2.06
_03752_,2.06
_03944_,2.06
_04095_,2.06
_04097_,2.06
_04475_,2.06
_04551_,2.06
_04555_,2.06
_04604_,2.06
_04714_,2.06
_04735_,2.06
_04770_,2.06
_04771_,2.06
_04775_,2.06
_04789_,2.06
_04833_,2.06
_04851_,2.06
_04864_,2.06
_04872_,2.06
_04883_,2.06
_04913_,2.06
_04950_,2.06
_04954_,2.06
